Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount
30,50089,6,DebtConsolidation,Self-Employed,Bachelors,Single,Female,2,3651,32839,13599,DebtConsolidationLoan,439213
46,19553,4,DebtConsolidation,Unemployed,Masters,Married,Male,1,3142,9570,6841,DebtConsolidationLoan,94619
44,74694,2,Personal,Salaried,Masters,Married,Male,1,7796,29878,37020,PersonalLoan,395020
60,24015,7,Education,Retired,HighSchool,Single,Female,0,1604,10916,11495,EducationLoan,296359
27,84203,6,Auto,Salaried,Bachelors,Single,Male,1,5541,34273,44389,AutoLoan,853487
29,64664,6,Auto,Salaried,HighSchool,Single,Female,0,3943,32952,27769,AutoLoan,671893
31,92381,5,Auto,Salaried,Diploma,Married,Female,1,6972,67139,18270,AutoLoan,288397
30,66493,3,Personal,Salaried,Diploma,Single,Female,0,2144,34370,29979,PersonalLoan,496879
26,21026,5,Education,Salaried,Bachelors,Single,Male,0,1819,9518,9689,EducationLoan,171740
21,94606,2,Medical,Salaried,HighSchool,Married,Male,1,8633,58274,27699,MedicalLoan,229156
30,11350,9,Education,Student,Diploma,Married,Female,0,1248,9312,790,EducationLoan,26571
38,38786,3,Personal,Salaried,HighSchool,Married,Female,2,4871,32109,1806,PersonalLoan,17335
30,37278,7,Auto,Retired,Bachelors,Married,Male,1,4272,20071,12935,AutoLoan,250572
54,83838,5,Education,Salaried,Masters,Married,Male,0,6996,54074,22768,EducationLoan,281292
35,68326,2,Medical,Self-Employed,PhD,Married,Female,0,6518,49783,12025,MedicalLoan,118896
47,31101,8,Business,Retired,Bachelors,Married,Male,2,3308,19884,7909,BusinessLoan,224509
37,3000,3,Personal,Unemployed,Diploma,Single,Male,1,438,1420,1142,PersonalLoan,18474
43,54957,2,Personal,Self-Employed,Masters,Married,Male,2,5100,30238,19619,PersonalLoan,193726
37,76991,4,Personal,Self-Employed,HighSchool,Married,Male,1,8600,46954,21437,PersonalLoan,362842
48,97635,6,DebtConsolidation,Salaried,PhD,Married,Male,0,3105,44523,50007,DebtConsolidationLoan,1183580
35,75417,2,Personal,Salaried,Bachelors,Single,Male,0,5669,42953,26795,PersonalLoan,255498
39,71561,8,Business,Salaried,Bachelors,Single,Female,0,8275,42156,21130,BusinessLoan,598860
38,56913,4,Auto,Salaried,HighSchool,Single,Male,0,5818,23352,27743,AutoLoan,451784
32,29166,2,Personal,Salaried,HighSchool,Single,Male,0,3568,12686,12912,PersonalLoan,101289
39,122340,1,Personal,Salaried,Bachelors,Single,Male,0,8303,45802,68235,PersonalLoan,353982
57,49569,10,Home,Retired,Bachelors,Single,Female,1,7255,26108,16206,HomeLoan,495799
32,43254,1,Personal,Retired,Masters,Single,Male,2,4858,20715,17681,PersonalLoan,100982
39,11019,1,Personal,Unemployed,Bachelors,Married,Male,0,679,5021,5319,PersonalLoan,29312
47,51499,6,Auto,Self-Employed,Bachelors,Married,Female,0,4388,43774,3337,AutoLoan,56353
46,73628,2,Wedding,Salaried,Diploma,Married,Female,0,8394,31084,34150,WeddingLoan,332836
35,71637,16,Home,Salaried,Bachelors,Single,Female,0,4163,24072,43402,HomeLoan,1325789
21,74187,4,DebtConsolidation,Self-Employed,HighSchool,Single,Male,1,10223,40354,23610,DebtConsolidationLoan,400272
40,63876,1,Personal,Self-Employed,Bachelors,Single,Male,1,7617,34858,21401,PersonalLoan,100995
21,107430,5,Auto,Salaried,Bachelors,Married,Male,2,16488,53561,37381,AutoLoan,706035
49,59160,29,Home,Salaried,Masters,Single,Female,0,2710,23790,32660,HomeLoan,1587057
36,87967,5,Business,Salaried,Bachelors,Married,Male,4,16240,54169,17558,BusinessLoan,483706
44,49496,2,Medical,Salaried,Diploma,Single,Male,1,5259,23155,21082,MedicalLoan,170220
25,88642,5,Business,Salaried,Masters,Single,Male,2,13607,33649,41386,BusinessLoan,785847
21,79082,2,Personal,Salaried,Bachelors,Single,Female,1,6145,45819,27118,PersonalLoan,326386
37,32282,7,Auto,Self-Employed,Bachelors,Married,Male,0,914,20247,11121,AutoLoan,161907
34,36928,3,Medical,Retired,Bachelors,Single,Male,2,2020,20814,14094,MedicalLoan,210893
30,33868,3,DebtConsolidation,Salaried,Masters,Married,Female,0,3720,19136,11012,DebtConsolidationLoan,163083
35,10055,5,Personal,Student,Diploma,Single,Female,0,1184,5641,3230,PersonalLoan,85299
62,27973,4,Travel,Student,Bachelors,Single,Female,0,0,11110,16863,TravelLoan,257744
43,41967,6,Personal,Salaried,Bachelors,Single,Female,1,4743,22415,14809,PersonalLoan,375842
45,50369,4,Personal,Self-Employed,HighSchool,Widowed,Male,0,3270,28498,18601,PersonalLoan,264790
43,112329,2,Personal,Salaried,Masters,Married,Female,1,17825,76924,17580,PersonalLoan,164260
49,20900,20,Home,Self-Employed,Diploma,Married,Male,1,2123,13626,5151,HomeLoan,175328
33,50556,6,Auto,Salaried,HighSchool,Married,Female,1,6664,19268,24624,AutoLoan,549821
21,5924,9,Business,Retired,HighSchool,Married,Male,1,551,3006,2367,BusinessLoan,75235
33,50791,4,Wedding,Retired,Masters,Single,Female,1,4191,24802,21798,WeddingLoan,255396
43,110631,5,Personal,Salaried,Bachelors,Married,Female,1,15565,71538,23528,PersonalLoan,542694
25,86798,22,Home,Salaried,Diploma,Married,Male,0,10688,59238,16872,HomeLoan,810346
33,51194,25,Home,Salaried,HighSchool,Single,Male,1,3033,27382,20779,HomeLoan,688323
28,14089,3,Personal,Student,Diploma,Single,Female,1,2194,5770,6125,PersonalLoan,70689
50,60777,13,Business,Self-Employed,HighSchool,Married,Male,1,4316,40223,16238,BusinessLoan,591096
42,64430,3,Auto,Salaried,Bachelors,Single,Female,1,1077,23781,39572,AutoLoan,565662
41,3000,24,Home,Unemployed,HighSchool,Single,Male,1,331,1819,850,HomeLoan,43509
41,88568,13,Business,Salaried,HighSchool,Single,Female,1,11539,51635,25394,BusinessLoan,864085
34,97660,5,Auto,Salaried,HighSchool,Single,Female,1,4822,43848,48990,AutoLoan,865019
36,64868,4,Personal,Salaried,Bachelors,Married,Male,0,45,34717,30106,PersonalLoan,664630
23,101358,11,Business,Salaried,Bachelors,Married,Female,1,9143,50719,41496,BusinessLoan,1349451
21,91193,5,Auto,Salaried,Bachelors,Married,Female,3,13210,42004,35979,AutoLoan,715990
36,94651,3,Personal,Salaried,Bachelors,Married,Female,1,15597,48058,30996,PersonalLoan,548796
38,82623,24,Home,Salaried,Masters,Single,Female,0,6650,38168,37805,HomeLoan,1670141
47,30830,8,Education,Retired,Bachelors,Married,Female,2,5222,15232,10376,EducationLoan,267471
50,67150,4,DebtConsolidation,Salaried,Masters,Married,Male,2,9964,27465,29721,DebtConsolidationLoan,517741
50,45170,13,Business,Retired,Bachelors,Single,Male,0,6448,18142,20580,BusinessLoan,838812
25,40401,27,Home,Self-Employed,HighSchool,Married,Male,1,3003,24616,12782,HomeLoan,532852
31,29440,6,Auto,Student,Masters,Married,Female,0,2252,15782,11406,AutoLoan,275954
39,49512,3,Education,Salaried,Bachelors,Married,Female,1,2339,22801,24372,EducationLoan,350163
60,21016,3,DebtConsolidation,Student,Bachelors,Single,Male,2,3624,5254,12138,DebtConsolidationLoan,213449
49,29513,1,Medical,Salaried,HighSchool,Single,Female,1,4562,16071,8880,MedicalLoan,44827
46,108817,6,Personal,Salaried,Bachelors,Married,Male,0,12504,64859,31454,PersonalLoan,353390
31,80817,5,Auto,Salaried,Masters,Married,Female,0,6062,48657,26098,AutoLoan,549792
26,32701,3,DebtConsolidation,Salaried,HighSchool,Married,Female,1,1649,19231,11821,DebtConsolidationLoan,143204
42,7488,2,Medical,Retired,HighSchool,Married,Female,0,573,4491,2424,MedicalLoan,25662
23,29901,6,Auto,Retired,Diploma,Single,Female,0,1582,14175,14144,AutoLoan,212456
32,26902,1,Personal,Student,Bachelors,Married,Female,0,3145,16406,7351,PersonalLoan,27872
33,100648,3,Personal,Salaried,Masters,Married,Male,1,9353,68071,23224,PersonalLoan,269870
50,13777,1,Personal,Retired,Bachelors,Widowed,Male,0,855,8649,4273,PersonalLoan,22231
31,21244,8,Education,Student,Masters,Married,Male,2,4822,14623,1799,EducationLoan,54704
21,61015,6,Auto,Salaried,Bachelors,Single,Female,0,6832,22381,31802,AutoLoan,490716
40,47580,12,Business,Salaried,Diploma,Married,Female,2,8709,28307,10564,BusinessLoan,356021
28,71977,14,Business,Self-Employed,Diploma,Married,Male,0,4284,29472,38221,BusinessLoan,1458584
35,96960,3,Personal,Salaried,HighSchool,Single,Male,0,3489,41873,51598,PersonalLoan,733391
34,43985,4,Personal,Salaried,Bachelors,Married,Male,0,5396,25525,13064,PersonalLoan,230678
32,8841,28,Home,Student,HighSchool,Single,Female,0,1235,4899,2707,HomeLoan,106117
42,65301,5,Personal,Salaried,Diploma,Single,Male,0,1864,30575,32862,PersonalLoan,735484
21,68774,2,Medical,Salaried,Masters,Married,Female,1,6142,42453,20179,MedicalLoan,244736
29,55587,6,Personal,Salaried,Bachelors,Single,Male,2,5749,24763,25075,PersonalLoan,753468
41,9750,5,DebtConsolidation,Student,HighSchool,Married,Female,1,1260,4994,3496,DebtConsolidationLoan,55202
28,41756,13,Business,Retired,Bachelors,Married,Female,2,7660,20451,13645,BusinessLoan,651339
21,11133,2,Medical,Unemployed,Bachelors,Married,Male,1,1061,6892,3180,MedicalLoan,38730
41,106439,2,Personal,Self-Employed,Masters,Married,Female,1,10128,59836,36475,PersonalLoan,451593
46,17216,6,Auto,Self-Employed,Bachelors,Married,Male,0,30,5636,11550,AutoLoan,257034
34,34071,2,DebtConsolidation,Self-Employed,HighSchool,Single,Female,2,3469,17498,13104,DebtConsolidationLoan,127699
21,26316,13,Business,Salaried,HighSchool,Divorced,Male,3,6060,10713,9543,BusinessLoan,383752
42,61792,5,DebtConsolidation,Salaried,Diploma,Single,Female,0,6161,29000,26631,DebtConsolidationLoan,419428
21,30356,5,Personal,Self-Employed,Bachelors,Married,Male,2,5375,14786,10195,PersonalLoan,200090
38,114556,6,Personal,Self-Employed,Bachelors,Married,Female,0,7491,68902,38163,PersonalLoan,1159735
26,53118,6,Auto,Salaried,Bachelors,Single,Male,1,5263,13280,34575,AutoLoan,625683
23,33846,6,Personal,Retired,Bachelors,Married,Female,1,3748,20194,9904,PersonalLoan,335200
30,39590,4,Personal,Self-Employed,Diploma,Married,Male,0,3681,20289,15620,PersonalLoan,235112
33,67427,2,DebtConsolidation,Salaried,HighSchool,Single,Male,1,11128,21794,34505,DebtConsolidationLoan,210350
28,54657,2,Travel,Salaried,HighSchool,Single,Female,1,4541,27133,22983,TravelLoan,209012
40,64347,6,Personal,Salaried,Bachelors,Single,Male,1,6723,30123,27501,PersonalLoan,739509
30,53227,2,Personal,Salaried,Bachelors,Widowed,Male,2,5763,26911,20553,PersonalLoan,167948
44,109214,10,Home,Salaried,Masters,Married,Female,0,139,57618,51457,HomeLoan,1755325
37,75313,5,Education,Salaried,Diploma,Single,Male,2,13316,39122,22875,EducationLoan,500314
28,56970,4,Wedding,Salaried,Bachelors,Married,Female,3,13667,31705,11598,WeddingLoan,222043
26,28412,2,Medical,Salaried,HighSchool,Married,Male,1,3995,19854,4563,MedicalLoan,36399
21,19594,6,Personal,Student,Bachelors,Married,Female,1,2336,14166,3092,PersonalLoan,72552
37,8218,1,Travel,Student,HighSchool,Married,Female,2,1760,5609,849,TravelLoan,5428
31,32839,18,Home,Salaried,Bachelors,Single,Male,1,4215,18942,9682,HomeLoan,351758
21,78340,4,Wedding,Salaried,HighSchool,Single,Male,0,8783,32854,36703,WeddingLoan,738278
29,73781,11,Business,Salaried,HighSchool,Married,Female,0,6319,42442,25020,BusinessLoan,1129677
25,91527,27,Home,Salaried,Bachelors,Married,Female,0,8397,53058,30072,HomeLoan,1338252
50,58192,7,Business,Salaried,Diploma,Married,Male,2,7837,38047,12308,BusinessLoan,240366
21,86713,28,Home,Salaried,Bachelors,Single,Male,0,9825,41530,35358,HomeLoan,1582416
21,81137,6,Personal,Salaried,Diploma,Married,Male,1,5383,46709,29045,PersonalLoan,410110
46,49593,9,Education,Retired,Masters,Single,Female,3,9263,29548,10782,EducationLoan,305377
48,59203,3,Auto,Salaried,Diploma,Married,Female,2,6268,31807,21128,AutoLoan,275856
27,9150,3,Personal,Unemployed,Bachelors,Single,Male,1,1193,3821,4136,PersonalLoan,66129
28,73434,4,Personal,Salaried,Masters,Married,Female,1,15110,41109,17215,PersonalLoan,292144
41,51074,16,Home,Salaried,Bachelors,Widowed,Female,3,10112,32540,8422,HomeLoan,363668
21,19591,1,Travel,Retired,Diploma,Single,Female,2,3663,8596,7332,TravelLoan,43619
21,79116,4,Auto,Salaried,Bachelors,Married,Male,0,9185,48723,21208,AutoLoan,309944
32,12721,1,Personal,Self-Employed,HighSchool,Married,Male,0,0,7933,4788,PersonalLoan,26159
50,26105,5,Personal,Retired,Bachelors,Single,Male,0,1951,6806,17348,PersonalLoan,283069
30,116606,15,Home,Self-Employed,Bachelors,Single,Female,1,14916,43508,58182,HomeLoan,2405644
36,81784,5,Wedding,Salaried,Bachelors,Married,Male,0,0,46791,34993,WeddingLoan,725611
46,72469,1,Personal,Salaried,Masters,Single,Male,1,7149,37066,28254,PersonalLoan,181300
56,49820,6,Auto,Salaried,HighSchool,Single,Female,1,5322,17515,26983,AutoLoan,639341
29,51252,2,Personal,Salaried,HighSchool,Married,Female,2,4650,25548,21054,PersonalLoan,174970
34,76424,2,Personal,Salaried,Diploma,Married,Male,1,5442,43468,27514,PersonalLoan,252613
53,31252,13,Home,Retired,Bachelors,Married,Male,1,5110,22896,3246,HomeLoan,88849
21,32441,3,Education,Self-Employed,Diploma,Married,Male,1,0,10858,21583,EducationLoan,286786
45,43113,6,Personal,Salaried,Bachelors,Married,Male,3,7797,14436,20880,PersonalLoan,403891
24,48490,14,Business,Salaried,Bachelors,Married,Male,1,7591,36054,4845,BusinessLoan,226223
36,30053,3,Education,Self-Employed,Masters,Single,Male,3,5076,8324,16653,EducationLoan,326955
32,37519,2,Personal,Retired,Bachelors,Single,Male,0,5116,16488,15915,PersonalLoan,173749
25,33881,6,Auto,Salaried,HighSchool,Married,Female,2,4164,14227,15490,AutoLoan,388309
25,57625,6,Education,Salaried,Diploma,Divorced,Female,3,7710,25916,23999,EducationLoan,761531
37,11654,11,Business,Unemployed,Bachelors,Single,Male,1,1278,5086,5290,BusinessLoan,125202
44,31365,9,Education,Retired,Diploma,Widowed,Female,0,2031,20107,9227,EducationLoan,241634
33,28637,8,Education,Retired,Diploma,Married,Male,1,2495,17814,8328,EducationLoan,131536
35,66905,5,Education,Salaried,Diploma,Married,Female,0,4869,28213,33823,EducationLoan,789032
40,49222,3,Personal,Salaried,Bachelors,Single,Female,0,2378,14235,32609,PersonalLoan,352610
25,98776,3,Personal,Salaried,Masters,Single,Female,0,4592,52348,41836,PersonalLoan,808151
42,89853,2,Personal,Salaried,Diploma,Married,Female,0,3156,49243,37454,PersonalLoan,340140
43,11232,4,Personal,Retired,HighSchool,Single,Male,1,1423,4579,5230,PersonalLoan,73534
61,78867,6,Business,Salaried,Bachelors,Single,Male,1,5524,44834,28509,BusinessLoan,865482
31,21638,12,Home,Self-Employed,Diploma,Single,Male,3,2603,6586,12449,HomeLoan,427605
30,78975,3,Education,Retired,PhD,Divorced,Male,1,5295,35015,38665,EducationLoan,662054
42,38928,6,Auto,Retired,Bachelors,Single,Female,0,3434,19973,15521,AutoLoan,256765
43,64180,3,Travel,Self-Employed,Bachelors,Married,Male,2,10704,27082,26394,TravelLoan,240549
29,39374,5,Education,Retired,Masters,Single,Male,2,6695,22042,10637,EducationLoan,252164
30,93054,7,Education,Salaried,Bachelors,Single,Female,2,13825,30599,48630,EducationLoan,709562
40,42297,5,Personal,Salaried,Diploma,Single,Female,2,6828,20005,15464,PersonalLoan,271906
26,52769,5,Personal,Salaried,Bachelors,Married,Female,2,7272,28003,17494,PersonalLoan,410034
30,39840,2,Travel,Retired,Bachelors,Married,Female,1,5108,10597,24135,TravelLoan,177794
35,38159,8,Education,Retired,Bachelors,Single,Female,0,3725,14803,19631,EducationLoan,540765
44,105892,5,Education,Salaried,PhD,Married,Male,1,8558,66630,30704,EducationLoan,366237
28,59829,6,Personal,Salaried,Diploma,Single,Female,1,4007,22528,33294,PersonalLoan,1054897
21,52728,6,Business,Salaried,Bachelors,Married,Male,0,7070,26743,18915,BusinessLoan,418266
21,84094,2,Wedding,Salaried,HighSchool,Single,Male,0,7149,36022,40923,WeddingLoan,427543
22,3000,5,Personal,Unemployed,HighSchool,Married,Female,0,366,1961,673,PersonalLoan,13239
21,76569,5,Personal,Salaried,Bachelors,Divorced,Male,0,2757,37827,35985,PersonalLoan,671442
33,24608,7,Auto,Student,Bachelors,Married,Male,5,5261,14084,5263,AutoLoan,119799
23,61738,2,Wedding,Self-Employed,Bachelors,Single,Male,0,1539,29858,30341,WeddingLoan,247928
27,74640,14,Business,Salaried,Diploma,Married,Other,0,7901,38638,28101,BusinessLoan,1550200
27,42112,7,Auto,Salaried,HighSchool,Married,Female,2,4861,31119,6132,AutoLoan,167894
30,33845,4,Personal,Retired,Bachelors,Married,Male,1,2973,16837,14035,PersonalLoan,189203
48,39699,4,Personal,Self-Employed,Bachelors,Single,Female,0,6282,21846,11571,PersonalLoan,209814
41,104198,3,Auto,Salaried,Bachelors,Married,Male,1,14239,72686,17273,AutoLoan,266935
35,67481,11,Business,Salaried,Bachelors,Single,Female,0,7164,29433,30884,BusinessLoan,1182828
30,42670,12,Business,Retired,Masters,Married,Male,1,2642,24582,15446,BusinessLoan,626423
30,8826,6,Auto,Unemployed,Bachelors,Single,Male,0,50,4440,4336,AutoLoan,133530
38,3000,3,Wedding,Unemployed,Diploma,Married,Female,1,446,1689,865,WeddingLoan,10273
40,48474,4,DebtConsolidation,Self-Employed,Bachelors,Single,Female,1,988,12622,34864,DebtConsolidationLoan,604059
25,45444,3,Auto,Retired,Bachelors,Single,Male,0,2724,19317,23403,AutoLoan,533178
35,100981,4,Personal,Salaried,Masters,Single,Male,0,4800,65090,31091,PersonalLoan,409966
21,61920,6,DebtConsolidation,Self-Employed,Bachelors,Divorced,Female,1,4520,34482,22918,DebtConsolidationLoan,584120
37,58943,6,Personal,Salaried,Bachelors,Married,Male,1,5444,35820,17679,PersonalLoan,440061
42,83698,5,Wedding,Self-Employed,Diploma,Married,Male,2,8183,56548,18967,WeddingLoan,312999
32,52877,4,Auto,Retired,Bachelors,Married,Female,2,4831,29376,18670,AutoLoan,380593
53,25237,8,Business,Retired,Masters,Married,Male,1,3034,14459,7744,BusinessLoan,186180
26,83969,5,Personal,Salaried,Masters,Single,Male,2,15337,36684,31948,PersonalLoan,522941
37,53932,3,Education,Self-Employed,HighSchool,Married,Male,1,2187,32238,19507,EducationLoan,302309
34,32905,8,Business,Retired,HighSchool,Single,Male,1,3877,13043,15985,BusinessLoan,398313
33,35798,21,Home,Retired,Bachelors,Married,Male,1,4713,20350,10735,HomeLoan,572906
33,17674,3,Auto,Student,Bachelors,Single,Female,1,2260,9507,5907,AutoLoan,80932
36,91756,7,Auto,Salaried,Masters,Divorced,Male,2,12034,44095,35627,AutoLoan,784703
43,100508,17,Home,Salaried,Diploma,Married,Female,1,8655,65986,25867,HomeLoan,1039415
48,47966,27,Home,Retired,Masters,Single,Male,0,5293,26132,16541,HomeLoan,875135
34,25967,4,Education,Student,Bachelors,Married,Male,1,3205,14083,8679,EducationLoan,141667
43,8789,3,Auto,Student,HighSchool,Single,Female,0,37,3648,5104,AutoLoan,67634
27,31517,5,Auto,Self-Employed,HighSchool,Single,Male,1,3188,10023,18306,AutoLoan,324201
42,61805,7,Auto,Salaried,Bachelors,Married,Female,0,5082,28453,28270,AutoLoan,782237
27,59648,1,Travel,Salaried,HighSchool,Married,Male,3,7531,35843,16274,TravelLoan,82653
45,21988,12,Home,Student,Bachelors,Married,Female,2,2864,14491,4633,HomeLoan,165170
57,82431,12,Business,Salaried,Bachelors,Married,Female,1,10688,38826,32917,BusinessLoan,1060581
33,54888,12,Home,Self-Employed,Bachelors,Single,Male,0,2575,28522,23791,HomeLoan,561911
21,69836,22,Home,Self-Employed,Diploma,Single,Female,0,6238,35032,28566,HomeLoan,696557
29,36458,1,Personal,Unemployed,PhD,Married,Male,1,2567,25285,8606,PersonalLoan,58441
47,42302,3,Education,Salaried,Bachelors,Married,Male,0,1292,32427,8583,EducationLoan,133342
40,23020,3,Personal,Student,Bachelors,Single,Male,1,3099,12373,7548,PersonalLoan,129151
37,27113,11,Business,Salaried,Bachelors,Single,Female,0,3442,10328,13343,BusinessLoan,310810
45,50683,7,Education,Salaried,Bachelors,Single,Female,1,3175,25561,21947,EducationLoan,578611
39,99944,7,Auto,Salaried,Masters,Single,Female,1,14804,34561,50579,AutoLoan,995113
47,104927,1,Travel,Salaried,Bachelors,Single,Female,0,8340,67378,29209,TravelLoan,172739
44,49116,3,Auto,Retired,Bachelors,Single,Male,1,1054,16079,31983,AutoLoan,488752
50,3000,4,Medical,Retired,Diploma,Married,Female,0,68,1782,1150,MedicalLoan,19638
38,42140,3,Personal,Salaried,Diploma,Single,Female,1,5661,20235,16244,PersonalLoan,168115
44,10387,4,Education,Unemployed,Bachelors,Single,Female,2,779,4037,5571,EducationLoan,102755
31,36264,9,Education,Salaried,Diploma,Married,Female,0,2004,18217,16043,EducationLoan,491544
28,102599,5,Education,Self-Employed,Bachelors,Married,Female,1,10952,70401,21246,EducationLoan,612416
52,53745,1,Personal,Retired,Masters,Single,Male,1,6875,28842,18028,PersonalLoan,89841
37,32985,2,Wedding,Self-Employed,Bachelors,Single,Female,2,4862,15330,12793,WeddingLoan,127130
43,86295,9,Education,Salaried,HighSchool,Married,Other,0,12318,62410,11567,EducationLoan,334893
36,59291,2,DebtConsolidation,Salaried,Bachelors,Single,Female,1,4587,25977,28727,DebtConsolidationLoan,336046
29,48162,7,Auto,Salaried,HighSchool,Single,Male,0,4043,25212,18907,AutoLoan,446280
35,48424,14,Home,Retired,Bachelors,Married,Male,0,4751,22564,21109,HomeLoan,1231676
49,88451,3,Personal,Self-Employed,Bachelors,Single,Female,0,9597,31073,47781,PersonalLoan,754810
40,99783,2,Wedding,Salaried,Bachelors,Married,Female,0,12179,66952,20652,WeddingLoan,108682
21,96487,3,Personal,Salaried,Bachelors,Married,Female,0,6044,60865,29578,PersonalLoan,318613
32,28713,4,Medical,Retired,Bachelors,Single,Female,0,3045,18511,7157,MedicalLoan,146500
52,79278,6,Personal,Salaried,Diploma,Single,Male,1,5785,32462,41031,PersonalLoan,814567
32,42779,2,Travel,Self-Employed,Diploma,Divorced,Female,2,5856,22997,13926,TravelLoan,128975
21,19987,1,Travel,Self-Employed,Bachelors,Married,Male,1,2599,10302,7086,TravelLoan,36350
53,46367,11,Business,Salaried,Masters,Widowed,Male,0,5518,27116,13733,BusinessLoan,641816
41,30431,2,Personal,Salaried,HighSchool,Married,Male,1,4042,20598,5791,PersonalLoan,49214
34,83009,6,Personal,Salaried,Diploma,Single,Male,0,6941,39616,36452,PersonalLoan,735195
31,61956,2,Wedding,Salaried,HighSchool,Single,Male,2,8477,25151,28328,WeddingLoan,325445
45,15044,1,Personal,Self-Employed,Bachelors,Single,Female,1,1985,6711,6348,PersonalLoan,30771
29,3000,8,Education,Unemployed,HighSchool,Married,Male,0,503,1316,1181,EducationLoan,37876
46,55045,5,DebtConsolidation,Salaried,Bachelors,Single,Female,0,6285,26778,21982,DebtConsolidationLoan,499408
40,48709,11,Business,Salaried,HighSchool,Married,Male,1,6101,14082,28526,BusinessLoan,1059353
37,92820,4,Personal,Salaried,Bachelors,Married,Female,0,2343,50298,40179,PersonalLoan,644124
36,91152,13,Business,Salaried,Diploma,Married,Male,1,6948,60198,24006,BusinessLoan,802590
33,25428,7,Education,Student,Bachelors,Married,Female,0,1705,16224,7499,EducationLoan,168869
45,16864,2,Personal,Student,HighSchool,Single,Female,2,2975,5376,8513,PersonalLoan,84431
26,25036,7,Auto,Student,Bachelors,Single,Male,0,1065,12726,11245,AutoLoan,268474
21,80473,3,Travel,Salaried,Masters,Married,Male,1,10920,34272,35281,TravelLoan,449512
41,83954,6,Business,Self-Employed,Diploma,Married,Male,1,9637,44678,29639,BusinessLoan,585191
41,66862,3,Travel,Salaried,Masters,Married,Male,0,6298,41227,19337,TravelLoan,239456
39,11660,7,Education,Retired,Diploma,Married,Male,0,832,5276,5552,EducationLoan,160379
39,96934,3,Wedding,Self-Employed,Bachelors,Married,Male,1,8349,71992,16593,WeddingLoan,227494
31,51998,4,Education,Retired,Bachelors,Single,Female,2,5254,23695,23049,EducationLoan,401899
42,50090,9,Education,Salaried,HighSchool,Single,Male,3,9741,23856,16493,EducationLoan,445468
34,97461,6,Wedding,Salaried,Bachelors,Married,Male,1,10422,68975,18064,WeddingLoan,471565
30,10840,6,Business,Student,HighSchool,Married,Male,1,725,7144,2971,BusinessLoan,84772
31,97069,5,DebtConsolidation,Salaried,Bachelors,Married,Male,2,14457,63126,19486,DebtConsolidationLoan,507968
55,46368,1,Personal,Self-Employed,Bachelors,Single,Male,0,10059,19207,17102,PersonalLoan,105702
21,84478,7,Auto,Salaried,Masters,Married,Female,0,6077,38768,39633,AutoLoan,1012174
39,8036,2,Personal,Retired,Diploma,Single,Female,1,1416,3630,2990,PersonalLoan,27764
21,70003,1,Travel,Salaried,Masters,Single,Male,1,461,32722,36820,TravelLoan,125511
33,24786,5,Personal,Retired,HighSchool,Single,Male,0,1715,8711,14360,PersonalLoan,369640
30,92253,14,Business,Salaried,Bachelors,Married,Male,0,10904,57961,23388,BusinessLoan,856306
21,93052,6,Auto,Salaried,Diploma,Single,Female,0,7502,45358,40192,AutoLoan,709442
38,26530,6,Personal,Salaried,HighSchool,Single,Male,1,2236,12252,12042,PersonalLoan,273160
31,50950,4,Travel,Salaried,HighSchool,Single,Female,0,4022,21712,25216,TravelLoan,544770
21,45824,3,DebtConsolidation,Retired,Bachelors,Single,Female,3,9596,20919,15309,DebtConsolidationLoan,214107
43,29566,7,Education,Retired,Diploma,Married,Female,4,8448,17567,3551,EducationLoan,91237
49,41245,6,Auto,Retired,Bachelors,Married,Male,3,8770,26588,5887,AutoLoan,182180
49,57948,29,Home,Retired,PhD,Married,Female,1,5204,49256,3488,HomeLoan,136449
38,45296,5,Auto,Self-Employed,Diploma,Single,Male,0,3202,21149,20945,AutoLoan,359006
35,78719,3,Travel,Salaried,HighSchool,Married,Male,0,5588,37438,35693,TravelLoan,578465
48,3000,5,Personal,Unemployed,HighSchool,Single,Female,0,136,868,1996,PersonalLoan,46144
51,57071,9,Education,Salaried,HighSchool,Married,Female,1,5924,23354,27793,EducationLoan,959251
46,10018,1,Medical,Unemployed,Bachelors,Married,Male,2,1293,4751,3974,MedicalLoan,23371
25,60824,4,Medical,Salaried,Bachelors,Married,Male,0,1945,37647,21232,MedicalLoan,527661
37,6041,5,Education,Self-Employed,Diploma,Divorced,Male,0,686,2661,2694,EducationLoan,52408
39,59304,4,DebtConsolidation,Salaried,HighSchool,Single,Female,1,7522,29099,22683,DebtConsolidationLoan,492207
21,78007,3,Personal,Salaried,Bachelors,Married,Male,0,4241,41094,32672,PersonalLoan,321990
39,38063,3,Auto,Salaried,Diploma,Married,Male,0,3270,23429,11364,AutoLoan,100867
57,72410,4,DebtConsolidation,Salaried,Bachelors,Married,Male,0,2999,47591,21820,DebtConsolidationLoan,292677
41,87947,7,Auto,Salaried,Masters,Married,Female,2,10370,46592,30985,AutoLoan,724928
49,50781,5,Wedding,Salaried,Diploma,Single,Female,1,6983,26584,17214,WeddingLoan,397666
