Age,MonthlyIncome,PreferredTenure_Yeras,Purpose,EmploymentStatus,Education,MaritalStatus,Gender,PreviousLoans,ExistingEMIs,Expenses,RepaymentCapacity,LoanType,LoanAmount,InterestRate
36,57113,3,Medical,Salaried,Bachelors,Single,Female,0,5666,25511,25936,MedicalLoan,324057,
21,24699,1,Personal,Self-Employed,Bachelors,Single,Male,0,401,10961,13337,PersonalLoan,63240,
37,10996,7,Auto,Self-Employed,Diploma,Single,Female,0,669,3833,6494,AutoLoan,173195,
54,63300,4,Medical,Salaried,Bachelors,Single,Female,2,7078,24860,31362,MedicalLoan,523288,
30,3000,3,DebtConsolidation,Unemployed,HighSchool,Single,Male,0,300,1697,1003,DebtConsolidationLoan,11453,
37,77355,3,Auto,Self-Employed,Diploma,Married,Female,0,4690,50347,22318,AutoLoan,333611,
45,10604,14,Business,Student,HighSchool,Married,Female,0,266,6147,4191,BusinessLoan,134434,
33,75865,4,Personal,Salaried,HighSchool,Single,Male,0,4345,29609,41911,PersonalLoan,638235,
29,72042,6,Business,Self-Employed,HighSchool,Divorced,Female,1,9649,26226,36167,BusinessLoan,800765,
21,61349,15,Home,Salaried,Bachelors,Married,Male,0,5230,31031,25088,HomeLoan,1076550,
41,39614,23,Home,Retired,Bachelors,Single,Female,1,3177,19063,17374,HomeLoan,814122,
33,73648,7,Education,Salaried,Diploma,Single,Female,2,12783,31914,28951,EducationLoan,833681,
24,85904,22,Home,Salaried,Masters,Married,Male,3,19983,45947,19974,HomeLoan,867546,
36,61771,4,Education,Salaried,Bachelors,Married,Male,1,9040,39396,13335,EducationLoan,317498,
29,131134,5,DebtConsolidation,Self-Employed,Masters,Married,Male,0,0,79788,51346,DebtConsolidationLoan,723556,
29,41724,8,Education,Retired,Bachelors,Married,Male,0,3734,11886,26104,EducationLoan,637954,
41,29943,1,Personal,Retired,HighSchool,Widowed,Female,1,3124,16197,10622,PersonalLoan,54392,
21,33444,5,Auto,Self-Employed,Masters,Married,Male,2,1959,21590,9895,AutoLoan,134661,
45,47247,5,Personal,Retired,Masters,Widowed,Male,1,2758,25997,18492,PersonalLoan,251541,
21,72738,2,Medical,Self-Employed,Bachelors,Married,Male,2,12508,44236,15994,MedicalLoan,116376,
28,96781,3,Travel,Salaried,Bachelors,Married,Female,4,20075,49712,26994,TravelLoan,338251,
54,35001,6,Personal,Self-Employed,Bachelors,Married,Female,1,3963,20772,10266,PersonalLoan,167665,
46,85322,6,Personal,Salaried,Bachelors,Married,Male,0,4607,50815,29900,PersonalLoan,596967,
35,70635,6,Auto,Salaried,Bachelors,Single,Male,1,10828,33086,26721,AutoLoan,286362,
25,68973,5,Wedding,Salaried,Bachelors,Single,Male,2,6263,29113,33597,WeddingLoan,796356,
29,57472,6,Education,Salaried,HighSchool,Single,Male,3,7729,30992,18751,EducationLoan,479206,
35,10099,3,Education,Retired,HighSchool,Single,Male,0,680,5779,3640,EducationLoan,39088,
35,25257,3,Personal,Retired,HighSchool,Married,Female,0,479,13813,10965,PersonalLoan,187349,
34,30009,26,Home,Salaried,Diploma,Married,Female,2,3143,14498,12368,HomeLoan,604682,
34,32084,6,Education,Self-Employed,Diploma,Single,Male,0,3929,9480,18675,EducationLoan,360670,
32,64099,6,DebtConsolidation,Salaried,Masters,Single,Female,2,6809,31440,25850,DebtConsolidationLoan,493657,
21,69843,21,Home,Salaried,Diploma,Single,Female,0,7769,37630,24444,HomeLoan,1303287,
29,28939,3,Auto,Salaried,Diploma,Married,Male,1,3918,17679,7342,AutoLoan,113580,
44,45647,7,Auto,Salaried,Diploma,Divorced,Male,1,4714,25084,15849,AutoLoan,440886,
21,62742,5,Auto,Salaried,Bachelors,Single,Female,0,1458,24668,36616,AutoLoan,563587,
33,128672,2,Wedding,Salaried,Bachelors,Single,Male,0,10620,36155,81897,WeddingLoan,917109,
26,84071,11,Business,Salaried,Bachelors,Divorced,Female,0,0,37855,46216,BusinessLoan,1419946,
36,102547,3,DebtConsolidation,Salaried,Masters,Married,Female,0,6034,75412,21101,DebtConsolidationLoan,287778,
31,67160,4,Travel,Retired,PhD,Married,Female,0,6026,38045,23089,TravelLoan,242791,
49,64495,5,Personal,Salaried,Masters,Single,Male,1,9338,33696,21461,PersonalLoan,473953,
40,87841,6,Personal,Salaried,Masters,Single,Male,1,9129,50111,28601,PersonalLoan,778346,
21,25389,6,Personal,Salaried,Diploma,Married,Female,0,1414,13101,10874,PersonalLoan,252637,
41,63988,12,Business,Salaried,Bachelors,Single,Male,0,3358,30225,30405,BusinessLoan,797590,
27,70704,6,Business,Salaried,Diploma,Married,Male,0,4332,43923,22449,BusinessLoan,500146,
29,42246,5,Personal,Salaried,Bachelors,Married,Female,1,5702,21408,15136,PersonalLoan,350606,
38,33044,1,Personal,Self-Employed,HighSchool,Single,Male,2,5089,17063,10892,PersonalLoan,43964,
30,55157,9,Business,Self-Employed,HighSchool,Married,Female,1,6019,38584,10554,BusinessLoan,336032,
43,28999,7,Auto,Self-Employed,HighSchool,Married,Female,0,3051,15367,10581,AutoLoan,200734,
27,61438,6,Personal,Self-Employed,Bachelors,Divorced,Female,0,4916,21980,34542,PersonalLoan,717304,
28,78460,6,Personal,Salaried,Bachelors,Single,Male,2,6795,39015,32650,PersonalLoan,754848,
28,65119,1,Personal,Salaried,HighSchool,Married,Female,0,2317,34796,28006,PersonalLoan,146922,
29,58548,5,Personal,Salaried,Bachelors,Single,Female,3,11362,29163,18023,PersonalLoan,438448,
45,43903,1,Medical,Salaried,Diploma,Married,Male,0,1099,20449,22355,MedicalLoan,125950,
41,56295,3,Medical,Salaried,Bachelors,Married,Female,1,5335,31305,19655,MedicalLoan,185364,
52,48658,5,Education,Salaried,HighSchool,Single,Male,1,5130,26894,16634,EducationLoan,246622,
57,66395,4,Education,Self-Employed,HighSchool,Married,Male,1,4559,36333,25503,EducationLoan,426411,
24,64259,25,Home,Salaried,Bachelors,Married,Female,0,854,27958,35447,HomeLoan,1535136,
35,80792,30,Home,Salaried,Bachelors,Married,Male,0,2667,51511,26614,HomeLoan,1227334,
23,98794,4,Auto,Self-Employed,Masters,Single,Male,0,752,44654,53388,AutoLoan,828344,
27,59909,3,Medical,Salaried,Bachelors,Married,Female,2,9853,34227,15829,MedicalLoan,230361,
28,24127,4,Medical,Student,Masters,Married,Male,0,2314,15618,6195,MedicalLoan,92848,
24,23779,6,Auto,Retired,Diploma,Single,Female,3,3320,9452,11007,AutoLoan,231805,
24,22716,2,Travel,Retired,Diploma,Single,Male,0,575,8886,13255,TravelLoan,143706,
33,127642,9,Education,Salaried,PhD,Married,Female,2,23825,57063,46754,EducationLoan,1121193,
22,87491,3,Medical,Salaried,HighSchool,Married,Female,2,13790,49812,23889,MedicalLoan,404830,
43,77915,6,Personal,Self-Employed,Bachelors,Married,Male,2,8973,48051,20891,PersonalLoan,348968,
25,56892,7,Business,Self-Employed,HighSchool,Married,Female,0,7253,30951,18688,BusinessLoan,432423,
63,57049,3,Education,Self-Employed,Bachelors,Single,Male,1,6589,28793,21667,EducationLoan,286807,
30,60322,24,Home,Salaried,HighSchool,Married,Male,0,5593,29940,24789,HomeLoan,1067396,
35,63707,3,Auto,Salaried,Bachelors,Married,Male,1,4353,37122,22232,AutoLoan,173717,
22,59928,6,Business,Salaried,Bachelors,Single,Male,0,1160,30570,28198,BusinessLoan,387253,
52,61932,3,DebtConsolidation,Salaried,HighSchool,Widowed,Male,1,2923,27609,31400,DebtConsolidationLoan,435031,
46,65434,2,Personal,Salaried,HighSchool,Married,Female,1,12650,30273,22511,PersonalLoan,244309,
37,50352,4,Medical,Retired,Diploma,Single,Female,0,2361,13115,34876,MedicalLoan,648694,
21,56573,28,Home,Salaried,Diploma,Divorced,Other,0,4673,30862,21038,HomeLoan,948989,
37,36377,3,Medical,Self-Employed,Diploma,Divorced,Female,1,4670,23623,8084,MedicalLoan,97630,
23,32664,3,Travel,Retired,Masters,Married,Male,0,2586,15647,14431,TravelLoan,190250,
49,47736,4,Personal,Salaried,HighSchool,Single,Male,0,3524,25068,19144,PersonalLoan,160604,
43,77655,6,Personal,Salaried,Bachelors,Single,Male,1,7994,19414,50247,PersonalLoan,1022804,
35,74075,17,Home,Self-Employed,Bachelors,Married,Female,0,7348,47210,19517,HomeLoan,1005661,
21,61974,6,Auto,Salaried,Diploma,Divorced,Female,2,6099,24242,31633,AutoLoan,737594,
25,49153,18,Home,Salaried,Diploma,Single,Male,1,4541,21660,22952,HomeLoan,679928,
41,11893,10,Business,Unemployed,Bachelors,Married,Male,0,0,6873,5020,BusinessLoan,145716,
47,21195,2,Medical,Student,Bachelors,Single,Male,0,116,5594,15485,MedicalLoan,169859,
46,35330,25,Home,Student,Masters,Married,Female,2,3112,30030,2188,HomeLoan,65819,
21,40530,6,DebtConsolidation,Retired,Bachelors,Married,Male,1,5842,20649,14039,DebtConsolidationLoan,342986,
38,72861,4,Travel,Salaried,Bachelors,Single,Female,1,7220,35024,30617,TravelLoan,600000,
45,33592,3,Personal,Student,Masters,Married,Male,1,4632,25169,3791,PersonalLoan,50470,
21,44320,2,Wedding,Self-Employed,Masters,Married,Male,0,4228,27891,12201,WeddingLoan,164734,
34,73577,6,DebtConsolidation,Self-Employed,Masters,Married,Male,0,6652,32906,34019,DebtConsolidationLoan,814713,
37,8094,3,Auto,Student,Diploma,Married,Female,4,1313,4697,2084,AutoLoan,35022,
31,38127,2,Wedding,Student,PhD,Single,Female,0,3164,11295,23668,WeddingLoan,189394,
21,56053,6,Personal,Retired,Masters,Single,Male,0,5055,25050,25948,PersonalLoan,510958,
31,58493,4,Auto,Salaried,Bachelors,Married,Male,0,9828,43150,5515,AutoLoan,82303,
31,33706,5,Auto,Self-Employed,Bachelors,Married,Male,1,3241,14456,16009,AutoLoan,344330,
33,80566,6,Business,Salaried,PhD,Single,Male,2,13639,29615,37312,BusinessLoan,839478,
29,59566,3,Wedding,Self-Employed,Bachelors,Divorced,Male,2,8044,42611,8911,WeddingLoan,67127,
30,29402,2,Personal,Student,Bachelors,Single,Male,0,1526,13601,14275,PersonalLoan,166363,
34,21851,2,Personal,Student,Bachelors,Single,Female,0,2508,8536,10807,PersonalLoan,95335,
39,70500,7,Education,Salaried,Bachelors,Married,Female,1,13089,41519,15892,EducationLoan,441669,
31,59105,3,Travel,Salaried,Bachelors,Divorced,Female,0,5348,25009,28748,TravelLoan,351694,
30,40938,12,Home,Salaried,HighSchool,Married,Female,1,3385,13444,24109,HomeLoan,801508,
35,81514,6,Personal,Salaried,Diploma,Single,Other,1,10491,28037,42986,PersonalLoan,1266519,
21,52749,4,Personal,Salaried,Diploma,Single,Female,1,6392,36170,10187,PersonalLoan,151187,
39,32187,25,Home,Retired,Bachelors,Single,Male,2,7360,16506,8321,HomeLoan,279861,
34,107467,2,DebtConsolidation,Salaried,Bachelors,Married,Male,0,11788,76986,18693,DebtConsolidationLoan,177861,
35,43914,3,Wedding,Retired,Masters,Married,Male,3,5825,21829,16260,WeddingLoan,132817,
44,83132,6,Personal,Salaried,Bachelors,Single,Female,0,10889,39446,32797,PersonalLoan,859689,
21,34250,13,Business,Self-Employed,Bachelors,Married,Male,0,3802,18944,11504,BusinessLoan,609568,
21,35579,1,Travel,Self-Employed,HighSchool,Married,Male,1,5245,17265,13069,TravelLoan,68981,
37,43701,24,Home,Self-Employed,Bachelors,Single,Female,0,4274,21895,17532,HomeLoan,551577,
34,50685,25,Home,Self-Employed,Masters,Single,Female,2,9140,18679,22866,HomeLoan,893043,
36,58416,6,Business,Self-Employed,Bachelors,Married,Female,2,9208,40362,8846,BusinessLoan,203896,
30,41583,6,Personal,Retired,Masters,Single,Female,2,5399,21903,14281,PersonalLoan,305752,
41,25005,6,Business,Self-Employed,PhD,Single,Female,0,2135,10817,12053,BusinessLoan,329070,
44,44186,6,Personal,Salaried,Diploma,Single,Female,0,3330,21798,19058,PersonalLoan,584190,
39,93795,5,Business,Salaried,Bachelors,Married,Male,0,8784,50627,34384,BusinessLoan,583532,
32,15537,6,Auto,Self-Employed,Bachelors,Married,Female,0,1292,6178,8067,AutoLoan,150961,
21,56260,4,Auto,Salaried,Bachelors,Married,Female,0,3793,26495,25972,AutoLoan,361464,
42,100067,6,Auto,Salaried,Diploma,Single,Male,1,10280,43228,46559,AutoLoan,1095670,
47,70692,5,Personal,Self-Employed,Diploma,Married,Female,2,9887,39921,20884,PersonalLoan,532581,
41,60124,3,Medical,Salaried,HighSchool,Single,Female,2,4134,29747,26243,MedicalLoan,339376,
26,28652,3,Travel,Student,Bachelors,Married,Female,3,6045,17078,5529,TravelLoan,87113,
41,49287,5,Personal,Self-Employed,HighSchool,Widowed,Female,0,4629,23363,21295,PersonalLoan,512692,
43,42516,2,Personal,Self-Employed,Bachelors,Married,Male,1,3637,21441,17438,PersonalLoan,191057,
50,84946,9,Education,Self-Employed,Bachelors,Single,Male,2,13901,42939,28106,EducationLoan,564680,
26,35598,1,Personal,Retired,Bachelors,Married,Male,1,3192,22033,10373,PersonalLoan,52274,
32,54619,4,DebtConsolidation,Self-Employed,Masters,Single,Female,1,4898,21183,28538,DebtConsolidationLoan,379131,
42,44595,6,Auto,Retired,Bachelors,Single,Female,1,5574,14975,24046,AutoLoan,472090,
35,66451,3,Medical,Salaried,HighSchool,Divorced,Other,2,13106,27405,25940,MedicalLoan,413385,
23,71102,16,Home,Self-Employed,PhD,Single,Female,0,6484,36916,27702,HomeLoan,809144,
39,51015,9,Education,Self-Employed,Masters,Single,Female,2,5559,30542,14914,EducationLoan,264881,
40,71219,14,Business,Salaried,Bachelors,Married,Male,1,6832,39086,25301,BusinessLoan,720887,
35,75917,1,Medical,Salaried,Bachelors,Married,Male,1,10929,35431,29557,MedicalLoan,170986,
37,93265,1,Personal,Self-Employed,HighSchool,Married,Male,0,8969,76078,8218,PersonalLoan,34418,
32,66017,3,Travel,Salaried,Bachelors,Single,Female,0,7815,25272,32930,TravelLoan,361533,
49,18616,1,Travel,Retired,HighSchool,Married,Male,1,2341,8574,7701,TravelLoan,43255,
25,52079,1,Personal,Salaried,Bachelors,Single,Female,2,8897,22877,20305,PersonalLoan,84514,
29,62391,8,Education,Salaried,HighSchool,Divorced,Female,2,13758,27096,21537,EducationLoan,566355,
35,66477,6,Education,Self-Employed,Bachelors,Single,Male,0,1722,37031,27724,EducationLoan,530310,
43,81096,6,Personal,Salaried,Diploma,Single,Female,3,21595,25353,34148,PersonalLoan,738160,
21,36780,12,Business,Salaried,Diploma,Married,Female,0,4320,23151,9309,BusinessLoan,277220,
21,50486,4,Personal,Self-Employed,HighSchool,Single,Female,2,12369,24178,13939,PersonalLoan,228272,
21,101402,3,Personal,Salaried,Bachelors,Married,Male,1,7166,55196,39040,PersonalLoan,456734,
35,72622,6,Auto,Salaried,Diploma,Single,Male,1,9099,30240,33283,AutoLoan,704944,
23,72254,12,Home,Self-Employed,Bachelors,Single,Male,1,8409,32871,30974,HomeLoan,1054601,
31,4281,2,Personal,Self-Employed,Diploma,Single,Female,0,494,2093,1694,PersonalLoan,19490,
41,25780,4,Travel,Student,Bachelors,Single,Female,1,3320,9664,12796,TravelLoan,303867,
28,51859,3,Medical,Salaried,Diploma,Single,Female,0,4891,21960,25008,MedicalLoan,329738,
37,71504,3,Wedding,Salaried,Masters,Single,Female,1,10093,28764,32647,WeddingLoan,438581,
32,56705,13,Business,Retired,Diploma,Single,Male,0,4294,37890,14521,BusinessLoan,504557,
41,30750,5,Auto,Self-Employed,HighSchool,Married,Other,1,2748,20631,7371,AutoLoan,116616,
39,97883,12,Business,Salaried,Diploma,Married,Male,0,9605,60575,27703,BusinessLoan,1016191,
28,3000,1,Travel,Unemployed,HighSchool,Single,Male,0,178,1127,1695,TravelLoan,6437,
33,89374,6,Business,Salaried,Bachelors,Single,Female,2,12064,47560,29750,BusinessLoan,663981,
45,9425,6,Personal,Student,Diploma,Single,Female,1,493,4806,4126,PersonalLoan,131171,
38,81975,6,Personal,Self-Employed,Masters,Single,Female,0,6741,40324,34910,PersonalLoan,982523,
21,31065,18,Home,Retired,Bachelors,Married,Female,0,1331,16983,12751,HomeLoan,601604,
41,39375,7,Auto,Retired,Diploma,Single,Male,2,5461,18800,15114,AutoLoan,400946,
24,93396,7,Auto,Salaried,Bachelors,Widowed,Male,0,3414,62422,27560,AutoLoan,717594,
49,3000,2,Personal,Student,HighSchool,Married,Male,3,508,1824,668,PersonalLoan,6556,
45,50578,3,DebtConsolidation,Salaried,HighSchool,Single,Female,0,5866,21426,23286,DebtConsolidationLoan,318052,
37,50497,5,Auto,Self-Employed,Diploma,Single,Male,1,4351,23225,22921,AutoLoan,368960,
36,100735,17,Home,Self-Employed,HighSchool,Single,Male,1,7320,48794,44621,HomeLoan,1706606,
32,66709,2,Medical,Salaried,HighSchool,Single,Male,1,9424,25035,32250,MedicalLoan,320515,
41,87588,1,Travel,Salaried,Masters,Married,Female,1,12834,40805,33949,TravelLoan,168737,
31,67105,4,Personal,Salaried,Bachelors,Single,Female,1,8519,37534,21052,PersonalLoan,224670,
37,82785,5,Education,Salaried,Masters,Single,Male,1,7565,45576,29644,EducationLoan,575664,
43,82801,6,Personal,Salaried,Diploma,Single,Male,0,4539,58506,19756,PersonalLoan,574130,
29,51037,13,Business,Retired,Masters,Married,Female,1,4937,31430,14670,BusinessLoan,612552,
28,92589,1,Travel,Salaried,Diploma,Single,Female,1,9966,39968,42655,TravelLoan,180078,
23,5746,6,Auto,Student,HighSchool,Divorced,Male,3,580,3391,1775,AutoLoan,32257,
24,19128,5,DebtConsolidation,Unemployed,Masters,Single,Male,1,1352,6871,10905,DebtConsolidationLoan,218252,
21,7444,5,Business,Student,HighSchool,Single,Female,0,968,3828,2648,BusinessLoan,58260,
42,65570,12,Business,Salaried,Bachelors,Married,Female,1,7757,44186,13627,BusinessLoan,569546,
53,20394,21,Home,Unemployed,Masters,Married,Male,0,2632,14325,3437,HomeLoan,151872,
49,24401,6,DebtConsolidation,Student,Bachelors,Single,Female,1,3675,15049,5677,DebtConsolidationLoan,161921,
21,18149,3,Personal,Student,Bachelors,Married,Female,0,1225,9803,7121,PersonalLoan,91544,
42,26685,5,Education,Retired,Diploma,Single,Male,1,2618,10161,13906,EducationLoan,346023,
49,32219,5,Personal,Self-Employed,HighSchool,Single,Male,1,4790,14772,12657,PersonalLoan,296892,
30,69337,8,Education,Salaried,PhD,Single,Female,2,11811,22080,35446,EducationLoan,975994,
36,35307,6,Auto,Retired,HighSchool,Married,Male,1,5278,22026,8003,AutoLoan,128507,
21,93465,20,Home,Salaried,Diploma,Married,Male,2,13035,62389,18041,HomeLoan,954424,
37,3000,5,Auto,Unemployed,Diploma,Married,Female,1,347,1878,775,AutoLoan,15068,
24,113718,6,Personal,Salaried,Masters,Divorced,Male,1,11347,61969,40402,PersonalLoan,769232,
36,78607,13,Business,Salaried,Bachelors,Married,Female,0,6120,52712,19775,BusinessLoan,952471,
21,106445,8,Business,Salaried,Bachelors,Married,Male,2,11983,66796,27666,BusinessLoan,633253,
40,87152,4,Personal,Salaried,Masters,Single,Male,1,9326,36582,41244,PersonalLoan,838482,
45,4599,13,Home,Retired,HighSchool,Married,Male,4,890,1403,2306,HomeLoan,80927,
27,62415,3,Personal,Salaried,Masters,Married,Female,0,3848,35384,23183,PersonalLoan,377785,
23,69174,10,Business,Self-Employed,HighSchool,Single,Female,1,9798,31398,27978,BusinessLoan,740432,
21,34350,2,Medical,Salaried,Diploma,Single,Female,1,1841,14933,17576,MedicalLoan,166451,
32,24851,9,Education,Retired,HighSchool,Married,Male,2,3815,13223,7813,EducationLoan,231937,
29,69164,6,DebtConsolidation,Salaried,PhD,Single,Female,1,5058,27411,36695,DebtConsolidationLoan,981738,
21,80684,1,Medical,Salaried,Masters,Single,Male,0,3718,27862,49104,MedicalLoan,167408,
39,61275,2,Travel,Salaried,Bachelors,Married,Female,0,3034,26759,31482,TravelLoan,329683,
30,65748,6,Business,Self-Employed,HighSchool,Married,Male,0,6498,40336,18914,BusinessLoan,464059,
24,18431,1,Personal,Retired,Diploma,Single,Female,0,0,10853,7578,PersonalLoan,30285,
29,31238,4,DebtConsolidation,Retired,Bachelors,Single,Male,0,2710,10148,18380,DebtConsolidationLoan,233060,
45,49022,5,DebtConsolidation,Salaried,Diploma,Divorced,Male,0,4011,24211,20800,DebtConsolidationLoan,633133,
41,53462,3,Travel,Salaried,HighSchool,Divorced,Female,0,2202,29344,21916,TravelLoan,267200,
33,87758,4,DebtConsolidation,Salaried,Bachelors,Married,Male,1,10293,48364,29101,DebtConsolidationLoan,417776,
41,59660,4,DebtConsolidation,Salaried,Bachelors,Single,Male,0,1877,31119,26664,DebtConsolidationLoan,305564,
23,74165,1,Medical,Self-Employed,Masters,Single,Female,0,5803,39889,28473,MedicalLoan,104734,
35,56292,7,Auto,Salaried,Bachelors,Single,Male,0,1687,27552,27053,AutoLoan,907885,
36,58710,5,Personal,Self-Employed,Diploma,Married,Female,0,9512,32316,16882,PersonalLoan,249222,
30,30768,3,Personal,Retired,Bachelors,Married,Female,0,3522,22507,4739,PersonalLoan,75002,
39,45980,1,Medical,Salaried,HighSchool,Married,Female,1,5511,24059,16410,MedicalLoan,106956,
27,89015,3,Personal,Salaried,Bachelors,Single,Male,3,11732,40347,36936,PersonalLoan,488734,
40,69200,5,Personal,Salaried,Bachelors,Married,Female,0,4773,45083,19344,PersonalLoan,394380,
40,61198,3,Wedding,Salaried,HighSchool,Single,Female,1,6158,27530,27510,WeddingLoan,221813,
21,91653,3,Personal,Salaried,Diploma,Single,Male,1,10969,41942,38742,PersonalLoan,405508,
46,63344,3,Auto,Self-Employed,Masters,Married,Female,4,13679,33739,15926,AutoLoan,262123,
21,127458,12,Business,Salaried,Bachelors,Married,Female,0,11343,70348,45767,BusinessLoan,1565687,
28,23309,9,Education,Student,Bachelors,Married,Male,0,2184,13279,7846,EducationLoan,196551,
45,25961,6,Auto,Retired,Bachelors,Married,Male,0,1901,9676,14384,AutoLoan,262761,
31,19073,5,Personal,Retired,Bachelors,Divorced,Female,2,2931,9922,6220,PersonalLoan,87986,
21,3000,2,Wedding,Self-Employed,HighSchool,Single,Male,0,163,911,1926,WeddingLoan,16161,
24,93403,9,Education,Salaried,Masters,Single,Female,2,9103,36366,47934,EducationLoan,1508424,
45,91427,8,Education,Salaried,Masters,Single,Male,0,14072,42405,34950,EducationLoan,1248602,
21,31902,2,Personal,Salaried,HighSchool,Single,Male,0,3083,14268,14551,PersonalLoan,106865,
46,24487,11,Business,Retired,HighSchool,Married,Female,0,3728,15679,5080,BusinessLoan,171227,
34,34941,1,Personal,Retired,Bachelors,Single,Other,0,2411,17986,14544,PersonalLoan,99507,
23,77965,6,Personal,Salaried,Bachelors,Single,Male,0,13755,20613,43597,PersonalLoan,820644,
29,61837,5,Business,Salaried,Diploma,Single,Female,0,5144,35234,21459,BusinessLoan,331737,
24,88440,2,Wedding,Salaried,Bachelors,Married,Male,1,13782,55272,19386,WeddingLoan,194298,
43,62763,7,Education,Salaried,Bachelors,Divorced,Male,0,5104,26554,31105,EducationLoan,1037059,
42,32594,5,Personal,Retired,Bachelors,Married,Male,1,3800,18025,10769,PersonalLoan,211131,
21,59607,4,Medical,Salaried,HighSchool,Single,Male,1,6282,14902,38423,MedicalLoan,701161,
30,67703,7,Auto,Salaried,HighSchool,Married,Female,1,6113,40065,21525,AutoLoan,503295,
26,108567,1,Travel,Salaried,Bachelors,Single,Male,0,12942,52668,42957,TravelLoan,163011,
47,111874,7,Education,Salaried,Masters,Divorced,Male,1,12266,46092,53516,EducationLoan,1111305,
21,95914,16,Home,Salaried,Bachelors,Single,Male,2,16614,37359,41941,HomeLoan,1829741,
51,3000,29,Home,Unemployed,Diploma,Divorced,Female,0,348,1632,1020,HomeLoan,45239,
34,95142,16,Home,Salaried,Masters,Married,Female,2,18702,68451,7989,HomeLoan,311211,
23,59324,2,Medical,Self-Employed,Diploma,Married,Male,2,9305,39099,10920,MedicalLoan,105640,
28,61971,7,Business,Salaried,Bachelors,Married,Male,1,3071,40460,18440,BusinessLoan,536318,
26,70127,3,Medical,Salaried,HighSchool,Single,Other,2,8920,44321,16886,MedicalLoan,248149,
22,55148,4,Medical,Salaried,Bachelors,Single,Male,0,4356,28811,21981,MedicalLoan,401892,
35,66475,6,Education,Salaried,Bachelors,Single,Female,1,7345,36273,22857,EducationLoan,583954,
22,106161,3,DebtConsolidation,Salaried,Bachelors,Single,Female,0,14091,48697,43373,DebtConsolidationLoan,528248,
21,71352,3,DebtConsolidation,Salaried,Diploma,Married,Female,0,8951,38197,24204,DebtConsolidationLoan,375219,
31,11066,7,Education,Unemployed,Bachelors,Married,Male,0,821,7342,2903,EducationLoan,75845,
21,56303,3,Medical,Self-Employed,HighSchool,Married,Male,1,11666,25443,19194,MedicalLoan,196288,
27,53188,1,Travel,Retired,Masters,Married,Male,2,6704,30976,15508,TravelLoan,84106,
25,60136,3,Personal,Salaried,HighSchool,Single,Male,0,4167,25209,30760,PersonalLoan,374470,
26,75237,7,Auto,Self-Employed,Bachelors,Single,Male,1,4989,36409,33839,AutoLoan,954057,
55,62173,9,Education,Self-Employed,Bachelors,Single,Other,1,2962,28400,30811,EducationLoan,920226,
35,62714,3,Wedding,Salaried,HighSchool,Single,Male,1,3938,31125,27651,WeddingLoan,416410,
37,58723,12,Business,Salaried,Diploma,Married,Male,6,15887,33368,9468,BusinessLoan,313808,
21,12476,1,Medical,Salaried,HighSchool,Married,Male,1,1742,7526,3208,MedicalLoan,16927,
28,23308,6,DebtConsolidation,Student,Bachelors,Married,Male,0,1041,14900,7367,DebtConsolidationLoan,240668,
37,70312,4,Auto,Salaried,PhD,Married,Female,0,5906,30242,34164,AutoLoan,637283,
24,82940,5,Wedding,Salaried,Bachelors,Married,Male,1,11799,49388,21753,WeddingLoan,318963,
44,65119,4,Personal,Retired,PhD,Married,Female,1,1867,36349,26903,PersonalLoan,579299,
22,37183,4,Medical,Salaried,HighSchool,Widowed,Female,1,6726,18570,11887,MedicalLoan,159668,
32,22930,9,Education,Retired,Diploma,Married,Male,1,3488,11657,7785,EducationLoan,314943,
29,36541,5,Education,Student,Masters,Married,Female,2,6300,24757,5484,EducationLoan,77042,
36,20932,6,Education,Unemployed,Masters,Single,Male,0,2681,8858,9393,EducationLoan,237389,
28,11370,7,Education,Student,Diploma,Married,Male,1,322,7375,3673,EducationLoan,67008,
32,68447,22,Home,Salaried,Bachelors,Single,Female,2,8984,26337,33126,HomeLoan,1097812,
32,94859,5,Education,Self-Employed,Masters,Single,Female,1,15209,38126,41524,EducationLoan,888118,
27,24368,8,Business,Student,Bachelors,Married,Male,1,2674,12392,9302,BusinessLoan,288320,
39,23754,4,DebtConsolidation,Student,Bachelors,Single,Male,1,3319,11624,8811,DebtConsolidationLoan,123073,
37,31051,29,Home,Salaried,HighSchool,Single,Male,1,5214,11225,14612,HomeLoan,718905,
34,41226,11,Home,Salaried,HighSchool,Single,Male,3,8169,12744,20313,HomeLoan,741932,
30,70513,2,Personal,Salaried,Bachelors,Married,Female,0,4914,37896,27703,PersonalLoan,278064,
42,89077,12,Business,Salaried,Bachelors,Married,Male,1,11850,55772,21455,BusinessLoan,583174,
32,28949,4,Personal,Self-Employed,Diploma,Divorced,Female,1,1249,12999,14701,PersonalLoan,286000,
31,3000,4,Wedding,Unemployed,Diploma,Married,Female,1,389,1880,731,WeddingLoan,12237,
36,16102,4,Auto,Student,Diploma,Single,Male,0,1771,6204,8127,AutoLoan,152564,
51,97307,6,Personal,Self-Employed,Bachelors,Married,Female,0,8372,41328,47607,PersonalLoan,1224692,
21,83079,6,DebtConsolidation,Salaried,Diploma,Married,Female,1,12999,54433,15647,DebtConsolidationLoan,334933,
